"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 00:00","2025","04","01","00:00","","1.4","","-4.2","","67","","","","31","","23","","24.1","","99.25","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 01:00","2025","04","01","01:00","","1.6","","-4.3","","65","","","","31","","18","","24.1","","99.33","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 02:00","2025","04","01","02:00","","0.7","","-2.5","","79","","","","36","","24","","24.1","","99.42","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 03:00","2025","04","01","03:00","","0.5","","-4.3","","70","","","","34","","22","","24.1","","99.48","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 04:00","2025","04","01","04:00","","0.1","","-6.7","","60","","","","35","","24","","24.1","","99.58","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 05:00","2025","04","01","05:00","","-0.9","","-5.4","","72","","","","32","","14","","24.1","","99.70","","","","-5","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 06:00","2025","04","01","06:00","","-1.3","","-7.0","","65","","","","35","","14","","24.1","","99.77","","","","-6","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 07:00","2025","04","01","07:00","","-0.8","","-6.6","","65","","","","31","","15","","24.1","","99.89","","","","-5","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 08:00","2025","04","01","08:00","","-0.4","","-7.8","","57","","","","35","","23","","24.1","","99.97","","","","-6","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 09:00","2025","04","01","09:00","","0.1","","-9.1","","50","","","","32","","24","","24.1","","100.08","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 10:00","2025","04","01","10:00","","1.0","","-11.8","","38","","","","32","","35","","24.1","","100.18","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 11:00","2025","04","01","11:00","","1.0","","-13.6","","33","","","","35","","28","","24.1","","100.21","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 12:00","2025","04","01","12:00","","2.2","","-12.6","","33","","","","34","","22","","24.1","","100.26","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 13:00","2025","04","01","13:00","","2.5","","-11.6","","35","","","","32","","24","","24.1","","100.30","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2025-04-01 14:00","2025","04","01","14:00","","3.2","","-13.0","","30","","","","33","","26","","24.1","","100.35","","","","","","NA"
