"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 00:00","2023","12","01","00:00","","9.3","","1.8","","59","","","","25","","18","","24.1","","99.10","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 01:00","2023","12","01","01:00","","9.0","","1.6","","60","","","","26","","17","","24.1","","99.12","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 02:00","2023","12","01","02:00","","8.2","","1.7","","63","","","","29","","22","","24.1","","99.18","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 03:00","2023","12","01","03:00","","7.0","","2.9","","75","","","","26","","11","","24.1","","99.26","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 04:00","2023","12","01","04:00","","6.7","","3.1","","78","","","","29","","11","","24.1","","99.30","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 05:00","2023","12","01","05:00","","6.0","","3.3","","83","","","","29","","10","","24.1","","99.37","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 06:00","2023","12","01","06:00","","5.5","","2.5","","80","","","","29","","8","","24.1","","99.40","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 07:00","2023","12","01","07:00","","5.8","","2.2","","78","","","","29","","8","","9.7","","99.49","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 08:00","2023","12","01","08:00","","4.6","","0.6","","75","","","","36","","17","","16.1","","99.53","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 09:00","2023","12","01","09:00","","2.9","","0.8","","86","","","","36","","17","","16.1","","99.59","","","","","","Rain"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 10:00","2023","12","01","10:00","","2.3","","0.7","","89","","","","2","","16","","16.1","","99.63","","","","","","Rain,Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 11:00","2023","12","01","11:00","","1.2","","0.8","","97","","","","1","","13","","9.7","","99.59","","","","","","Rain,Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 12:00","2023","12","01","12:00","","1.1","","1.1","","100","","","","4","","7","","8.1","","99.53","","","","","","Snow"
"-79.63","43.68","TORONTO INTL A","6158731","2023-12-01 13:00","2023","12","01","13:00","","0.4","","0.4","","100","","","","3","","6","","4.0","","99.46","","","","","","Snow"
