"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 00:00","2026","05","01","00:00","","5.1","","-3.7","","53","","","","35","","16","","24.1","","99.28","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 01:00","2026","05","01","01:00","","4.1","","-2.8","","61","","","","36","","11","","24.1","","99.27","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 02:00","2026","05","01","02:00","","3.0","","-2.5","","67","","","","31","","10","","24.1","","99.25","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 03:00","2026","05","01","03:00","","2.9","","-2.6","","67","","","","31","","7","","24.1","","99.23","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 04:00","2026","05","01","04:00","","3.1","","-1.8","","70","","","","31","","9","","24.1","","99.24","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 05:00","2026","05","01","05:00","","3.6","","-1.8","","68","","","","31","","10","","24.1","","99.23","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 06:00","2026","05","01","06:00","","4.0","","-1.4","","68","","","","28","","9","","24.1","","99.26","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 07:00","2026","05","01","07:00","","5.0","","-2.5","","58","","","","28","","4","","24.1","","99.24","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 08:00","2026","05","01","08:00","","6.2","","-2.4","","54","","","","25","","7","","24.1","","99.25","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 09:00","2026","05","01","09:00","","7.9","","-1.1","","53","","","","26","","10","","24.1","","99.23","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 10:00","2026","05","01","10:00","","8.7","","-0.2","","54","","","","21","","10","","24.1","","99.19","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 11:00","2026","05","01","11:00","","9.8","","-0.2","","49","","","","27","","5","","24.1","","99.14","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 12:00","2026","05","01","12:00","","9.6","","-0.2","","50","","","","16","","21","","24.1","","99.11","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 13:00","2026","05","01","13:00","","9.0","","-0.9","","50","","","","17","","17","","24.1","","99.07","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 14:00","2026","05","01","14:00","","9.0","","-1.3","","48","","","","14","","13","","24.1","","99.05","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 15:00","2026","05","01","15:00","","8.8","","-0.7","","51","","","","17","","11","","24.1","","99.04","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 16:00","2026","05","01","16:00","","8.1","","-0.3","","55","","","","16","","12","","24.1","","99.05","","","","","","Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 17:00","2026","05","01","17:00","","8.5","","-1.4","","49","","","","3","","9","","24.1","","99.09","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 18:00","2026","05","01","18:00","","8.9","","-3.6","","41","","","","31","","18","","24.1","","99.11","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 19:00","2026","05","01","19:00","","8.6","","-3.6","","42","","","","32","","22","","24.1","","99.16","","","","","","Mostly Cloudy"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 20:00","2026","05","01","20:00","","6.6","","-2.9","","50","","","","31","","26","","24.1","","99.24","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 21:00","2026","05","01","21:00","","4.4","","-2.6","","61","","","","32","","28","","24.1","","99.34","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 22:00","2026","05","01","22:00","","3.4","","-2.5","","65","","","","32","","20","","24.1","","99.35","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-01 23:00","2026","05","01","23:00","","2.7","","-2.6","","68","","","","31","","16","","24.1","","99.36","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-02 00:00","2026","05","02","00:00","","1.7","","-2.8","","72","","","","30","","9","","24.1","","99.37","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-02 01:00","2026","05","02","01:00","","0.3","","-2.6","","81","","","","28","","13","","24.1","","99.38","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-02 02:00","2026","05","02","02:00","","0.8","","-2.1","","81","","","","28","","14","","24.1","","99.36","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-02 03:00","2026","05","02","03:00","","0.4","","-2.5","","81","","","","30","","16","","24.1","","99.34","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-02 04:00","2026","05","02","04:00","","0.6","","-2.6","","79","","","","29","","17","","24.1","","99.35","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2026-05-02 05:00","2026","05","02","05:00","","0.3","","-2.8","","79","","","","28","","16","","24.1","","99.39","","","","","","NA"
