"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 00:00","2025","09","01","00:00","","15.7","","8.2","","61","","","","36","","4","","24.1","","100.48","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 01:00","2025","09","01","01:00","","14.2","","8.4","","68","","","","2","","12","","24.1","","100.48","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 02:00","2025","09","01","02:00","","14.2","","8.8","","69","","","","31","","9","","24.1","","100.47","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 03:00","2025","09","01","03:00","","14.1","","9.1","","71","","","","33","","13","","24.1","","100.46","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 04:00","2025","09","01","04:00","","13.6","","9.2","","74","","","","33","","9","","24.1","","100.49","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 05:00","2025","09","01","05:00","","12.8","","9.5","","81","","","","31","","5","","24.1","","100.53","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 06:00","2025","09","01","06:00","","13.4","","10.0","","79","","","","34","","10","","24.1","","100.56","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 07:00","2025","09","01","07:00","","15.0","","10.8","","76","","","","2","","6","","24.1","","100.59","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 08:00","2025","09","01","08:00","","17.9","","11.1","","64","","","","4","","3","","24.1","","100.61","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 09:00","2025","09","01","09:00","","20.2","","11.6","","57","","","","3","","5","","24.1","","100.61","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 10:00","2025","09","01","10:00","","22.1","","9.5","","44","","","","12","","10","","24.1","","100.62","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2025-09-01 11:00","2025","09","01","11:00","","22.7","","8.3","","39","","","","14","","10","","24.1","","100.58","","","","","","NA"
