"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.63","43.68","TORONTO INTL A","6158731","2023-07-01 00:00","2023","07","01","00:00","","20.6","","18.4","","87","","","","14","","11","","16.1","","99.23","","27","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2023-07-01 01:00","2023","07","01","01:00","","19.9","","18.5","","92","","","","20","","3","","16.1","","99.26","","","","","","Mainly Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2023-07-01 02:00","2023","07","01","02:00","","19.7","","18.8","","94","","","","18","","5","","19.3","","99.22","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2023-07-01 03:00","2023","07","01","03:00","","18.5","","17.9","","96","","","","26","","9","","19.3","","99.19","","","","","","NA"
"-79.63","43.68","TORONTO INTL A","6158731","2023-07-01 04:00","2023","07","01","04:00","","19.8","","18.4","","92","","","","21","","7","","19.3","","99.14","","","","","","Clear"
"-79.63","43.68","TORONTO INTL A","6158731","2023-07-01 05:00","2023","07","01","05:00","","19.6","","18.6","","94","","","","36","","3","","9.7","","99.16","","","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2023-07-01 06:00","2023","07","01","06:00","","20.8","","19.0","","89","","","","17","","9","","9.7","","99.19","","28","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2023-07-01 07:00","2023","07","01","07:00","","21.4","","19.6","","89","","","","16","","10","","6.4","","99.19","","29","","","","Fog"
"-79.63","43.68","TORONTO INTL A","6158731","2023-07-01 08:00","2023","07","01","08:00","","23.2","","19.9","","81","","","","14","","10","","8.1","","99.20","","31","","","","Smoke"
"-79.63","43.68","TORONTO INTL A","6158731","2023-07-01 09:00","2023","07","01","09:00","","24.3","","20.0","","77","","","","6","","9","","9.7","","99.16","","32","","","","Smoke"
